,StationId,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
1663958,KL004,2020-01-22 11:00:00,,129.84,26.19,63.1,88.82,29.07,1.06,14.05,16.39,,0.0,,103.0,Satisfactory
1663959,KL004,2020-01-22 12:00:00,43.4,89.31,,58.46,46.59,25.66,1.01,9.93,27.17,,0.0,,103.0,Satisfactory
1663960,KL004,2020-01-22 13:00:00,31.98,67.31,16.31,73.13,86.62,20.51,0.93,4.3,27.64,,0.0,,103.0,Satisfactory
1663961,KL004,2020-01-22 14:00:00,31.6,80.22,10.55,102.4,112.97,24.97,0.97,8.35,32.19,,0.0,,103.0,Satisfactory
1663962,KL004,2020-01-22 15:00:00,56.95,155.43,4.17,94.17,96.36,21.6,1.05,8.76,37.15,,0.0,,103.0,Satisfactory
1663963,KL004,2020-01-22 16:00:00,54.88,135.77,5.77,87.94,82.35,32.65,1.12,11.99,36.23,,0.0,,103.0,Satisfactory
1663964,KL004,2020-01-22 17:00:00,50.11,127.94,3.12,104.03,88.93,35.7,1.19,7.31,28.28,,0.0,,103.0,Satisfactory
1663965,KL004,2020-01-22 18:00:00,55.09,126.91,3.82,116.25,109.72,34.89,1.29,5.25,20.47,,0.0,,103.0,Satisfactory
1663966,KL004,2020-01-22 19:00:00,58.63,157.18,5.21,99.77,98.22,35.98,1.5,4.21,14.41,,0.0,,103.0,Satisfactory
1663967,KL004,2020-01-22 20:00:00,42.75,128.03,24.63,87.21,110.27,28.16,1.53,2.53,8.61,,0.0,,103.0,Satisfactory
1663968,KL004,2020-01-22 21:00:00,32.18,94.8,39.7,87.21,126.93,23.41,1.54,1.12,3.51,,0.0,,103.0,Satisfactory
1663969,KL004,2020-01-22 22:00:00,40.45,88.31,74.67,72.04,146.73,23.62,1.55,6.64,1.68,,0.0,,103.0,Satisfactory
1663970,KL004,2020-01-22 23:00:00,60.5,99.31,48.13,57.2,105.34,26.33,1.55,6.67,2.28,,0.0,,103.0,Satisfactory
1663971,KL004,2020-01-23 00:00:00,82.1,109.91,48.12,59.02,107.14,26.99,1.57,7.3,2.65,,0.0,,103.0,Satisfactory
1663972,KL004,2020-01-23 01:00:00,87.95,105.86,37.14,51.51,88.65,27.9,1.53,6.84,2.06,,0.0,,103.0,Satisfactory
1663973,KL004,2020-01-23 02:00:00,86.0,101.06,32.88,47.33,80.21,26.95,1.47,8.62,1.73,,0.0,,118.0,Moderate
1663974,KL004,2020-01-23 03:00:00,85.95,102.66,25.35,37.94,63.29,26.02,1.42,4.55,3.37,,0.0,,116.0,Moderate
1663975,KL004,2020-01-23 04:00:00,84.2,91.51,15.3,38.52,53.83,24.12,1.36,7.06,6.52,,0.0,,114.0,Moderate
1663976,KL004,2020-01-23 05:00:00,92.7,108.46,8.82,35.58,44.41,22.16,1.33,9.58,8.91,,0.0,,111.0,Moderate
1663977,KL004,2020-01-23 06:00:00,80.02,90.57,7.17,40.74,47.78,22.51,1.3,10.09,5.51,,0.0,,109.0,Moderate
1663978,KL004,2020-01-23 07:00:00,80.97,110.77,23.84,45.24,69.08,22.53,1.31,6.49,3.52,,0.0,,108.0,Moderate
1663979,KL004,2020-01-23 08:00:00,80.39,138.13,58.38,48.49,106.69,20.74,1.35,7.92,3.7,,0.0,,109.0,Moderate
1663980,KL004,2020-01-23 09:00:00,96.18,175.01,50.97,48.16,99.16,21.55,1.37,7.21,7.96,,0.0,,114.0,Moderate
1663981,KL004,2020-01-23 10:00:00,60.93,106.91,29.52,48.52,78.06,21.62,1.37,8.45,13.23,,0.0,,114.0,Moderate
1663982,KL004,2020-01-23 11:00:00,57.59,103.69,12.94,50.83,56.55,24.2,1.35,9.17,17.93,,0.0,,113.0,Moderate
1663983,KL004,2020-01-23 12:00:00,40.02,92.6,3.63,50.25,27.85,25.04,1.28,5.81,24.29,,0.0,,113.0,Moderate
1663984,KL004,2020-01-23 13:00:00,40.84,78.57,5.25,43.19,25.89,19.04,1.17,5.0,25.48,,0.0,,114.0,Moderate
1663985,KL004,2020-01-23 14:00:00,34.07,64.2,15.26,53.68,65.89,19.15,1.1,6.55,20.02,,0.0,,114.0,Moderate
1663986,KL004,2020-01-23 15:00:00,36.82,70.72,11.42,50.27,60.24,18.48,1.02,4.33,19.63,,0.0,,111.0,Moderate
1663987,KL004,2020-01-23 16:00:00,29.23,62.5,8.09,64.23,71.07,26.02,1.01,3.62,19.38,,0.0,,108.0,Moderate
1663988,KL004,2020-01-23 17:00:00,39.27,114.28,1.93,69.0,55.77,36.28,1.11,9.84,20.38,,0.0,,106.0,Moderate
1663989,KL004,2020-01-23 18:00:00,50.93,124.8,5.98,87.58,85.42,35.69,1.19,3.75,8.1,,0.0,,106.0,Moderate
1663990,KL004,2020-01-23 19:00:00,48.02,151.86,6.78,89.96,94.39,34.32,1.3,4.31,4.14,,0.0,,104.0,Moderate
