,StationId,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
129327,BR010,2019-12-24 18:00:00,,103.16,,,13.1,44.73,0.52,,32.79,0.0,0.0,0.0,229.0,Satisfactory
129328,BR010,2019-12-24 19:00:00,70.34,114.42,1.82,28.83,30.64,45.0,1.14,,21.95,0.0,0.0,0.0,229.0,Satisfactory
129329,BR010,2019-12-24 20:00:00,89.33,149.17,1.4,26.69,28.08,33.53,1.27,,18.57,0.0,0.0,0.0,229.0,Satisfactory
129330,BR010,2019-12-24 21:00:00,111.86,168.58,2.99,26.91,29.9,31.64,1.32,,30.65,0.0,0.0,0.0,229.0,Satisfactory
129331,BR010,2019-12-24 22:00:00,122.65,172.54,2.57,25.35,27.92,63.03,1.53,,14.89,6.03,0.74,2.21,229.0,Satisfactory
129332,BR010,2019-12-24 23:00:00,136.87,184.94,9.48,21.23,30.72,72.29,1.55,,9.73,9.2,0.45,4.65,229.0,Satisfactory
129333,BR010,2019-12-25 00:00:00,152.56,201.47,16.5,18.16,34.66,69.34,1.6,,8.64,9.38,0.5,5.75,229.0,Satisfactory
129334,BR010,2019-12-25 01:00:00,139.63,188.1,28.38,15.54,43.96,69.82,1.54,,8.01,9.41,0.61,8.02,229.0,Satisfactory
129335,BR010,2019-12-25 02:00:00,141.98,186.2,37.48,14.8,52.28,74.34,1.57,,8.11,9.4,0.66,9.49,229.0,Satisfactory
129336,BR010,2019-12-25 03:00:00,136.44,185.93,46.93,14.97,61.91,75.65,1.56,,9.29,9.34,0.62,9.54,229.0,Satisfactory
129337,BR010,2019-12-25 04:00:00,142.03,194.69,55.99,14.59,70.58,66.34,1.61,,7.87,9.66,0.68,10.37,229.0,Satisfactory
129338,BR010,2019-12-25 05:00:00,147.0,195.85,60.27,15.02,75.29,43.64,1.66,,6.7,2.44,0.17,2.6,229.0,Satisfactory
129339,BR010,2019-12-25 06:00:00,152.46,189.3,63.67,14.41,78.09,43.05,1.65,,6.76,0.0,0.0,0.0,229.0,Satisfactory
129340,BR010,2019-12-25 07:00:00,151.05,197.43,59.65,14.67,74.33,43.25,1.59,,9.66,0.0,0.0,0.0,229.0,Satisfactory
129341,BR010,2019-12-25 08:00:00,152.12,204.53,49.78,14.7,64.47,50.46,1.63,,13.59,0.0,0.0,0.0,229.0,Satisfactory
129342,BR010,2019-12-25 09:00:00,147.32,178.76,46.08,14.66,60.74,64.74,1.63,,21.29,0.0,0.0,0.0,151.0,Moderate
129343,BR010,2019-12-25 10:00:00,146.76,170.12,46.77,14.95,61.72,77.38,1.59,,25.67,0.0,0.0,0.0,311.0,Very Poor
129344,BR010,2019-12-25 11:00:00,145.88,180.38,5.84,16.47,22.32,70.96,1.31,,39.26,0.0,0.0,0.0,311.0,Very Poor
129345,BR010,2019-12-25 12:00:00,153.71,195.97,1.7,15.91,17.61,71.47,1.24,,51.09,0.0,0.0,0.0,312.0,Very Poor
129346,BR010,2019-12-25 13:00:00,158.44,197.38,1.98,16.68,18.66,38.84,1.15,,67.12,0.0,0.0,0.0,313.0,Very Poor
129347,BR010,2019-12-25 14:00:00,155.69,186.06,1.02,14.52,15.54,41.46,1.03,,80.5,0.0,0.0,0.0,314.0,Very Poor
129348,BR010,2019-12-25 15:00:00,146.95,170.07,1.06,13.62,14.68,42.09,0.96,,85.7,0.0,0.0,0.0,314.0,Very Poor
129349,BR010,2019-12-25 16:00:00,148.23,171.49,1.29,15.29,16.59,37.43,1.02,,60.67,0.0,0.0,0.0,314.0,Very Poor
129350,BR010,2019-12-25 17:00:00,143.36,176.77,1.12,18.18,19.3,80.71,1.06,,49.87,0.0,0.0,0.0,314.0,Very Poor
129351,BR010,2019-12-25 18:00:00,142.29,178.06,2.76,19.58,22.34,80.15,1.1,,29.94,0.0,0.0,0.0,315.0,Very Poor
129352,BR010,2019-12-25 19:00:00,140.71,184.37,3.29,19.33,22.62,60.87,1.22,,11.57,0.0,0.0,0.0,317.0,Very Poor
129353,BR010,2019-12-25 20:00:00,150.23,209.95,2.34,19.72,22.06,62.66,1.33,,11.5,0.0,0.0,0.0,319.0,Very Poor
129354,BR010,2019-12-25 21:00:00,159.15,209.94,4.65,16.48,21.13,42.89,1.4,,9.73,8.34,0.35,2.17,320.0,Very Poor
129355,BR010,2019-12-25 22:00:00,167.47,219.66,10.09,14.77,24.86,46.73,1.42,,11.87,8.76,0.28,2.88,322.0,Very Poor
129356,BR010,2019-12-25 23:00:00,165.49,222.11,12.35,14.22,26.58,47.89,1.42,,13.51,8.47,0.29,3.75,323.0,Very Poor
129357,BR010,2019-12-26 00:00:00,164.61,222.57,13.45,14.12,27.57,48.5,1.4,,14.25,8.33,0.32,4.61,323.0,Very Poor
129358,BR010,2019-12-26 01:00:00,157.72,216.65,15.24,13.6,28.88,65.86,1.33,,13.61,8.03,0.33,5.23,324.0,Very Poor
129359,BR010,2019-12-26 02:00:00,145.79,205.14,18.81,13.31,32.13,73.78,1.33,,19.86,7.92,0.32,6.11,324.0,Very Poor
129360,BR010,2019-12-26 03:00:00,136.06,197.39,23.64,13.51,37.15,72.22,1.32,,17.44,7.73,0.33,7.27,324.0,Very Poor
129361,BR010,2019-12-26 04:00:00,131.44,197.61,30.57,14.36,44.93,76.05,1.29,,20.19,7.58,0.35,7.66,323.0,Very Poor
129362,BR010,2019-12-26 05:00:00,136.77,186.18,38.4,14.0,52.4,46.18,1.24,,16.96,7.45,0.34,7.75,323.0,Very Poor
129363,BR010,2019-12-26 06:00:00,140.71,175.82,38.94,14.93,53.87,30.75,1.2,,16.31,7.19,0.32,6.98,323.0,Very Poor
129364,BR010,2019-12-26 07:00:00,137.48,170.56,34.37,15.43,49.8,39.45,1.13,,20.12,6.51,0.28,6.19,322.0,Very Poor
129365,BR010,2019-12-26 08:00:00,133.5,161.7,28.54,15.29,43.82,39.51,1.08,,21.81,6.21,0.29,5.98,322.0,Very Poor
129366,BR010,2019-12-26 09:00:00,130.2,152.29,25.62,15.08,40.7,63.15,1.09,,25.52,5.94,0.26,5.56,321.0,Very Poor
129367,BR010,2019-12-26 10:00:00,126.59,147.74,19.3,14.13,33.44,80.47,1.02,,28.23,5.91,0.26,5.81,320.0,Very Poor
129368,BR010,2019-12-26 11:00:00,114.57,143.22,0.95,10.76,11.7,49.06,0.81,,36.07,4.87,0.12,1.85,319.0,Very Poor
129369,BR010,2019-12-26 12:00:00,116.79,139.79,2.62,11.88,14.5,57.27,0.81,,31.79,4.3,0.1,1.18,318.0,Very Poor
129370,BR010,2019-12-26 13:00:00,107.84,129.59,4.27,15.48,19.75,69.45,0.77,,34.23,4.19,0.12,2.66,317.0,Very Poor
129371,BR010,2019-12-26 14:00:00,91.24,118.96,4.01,17.35,21.37,81.72,0.76,,35.4,1.92,0.07,1.5,315.0,Very Poor
129372,BR010,2019-12-26 15:00:00,91.29,117.45,17.08,20.87,37.95,97.25,0.81,,29.99,0.0,0.0,0.0,313.0,Very Poor
129373,BR010,2019-12-26 16:00:00,94.63,124.64,1.84,16.75,18.58,77.9,0.8,,40.45,0.0,0.0,0.0,311.0,Very Poor
129374,BR010,2019-12-26 17:00:00,93.95,130.26,1.43,19.45,20.88,57.91,0.94,,23.78,0.0,0.0,0.0,310.0,Very Poor
129375,BR010,2019-12-26 18:00:00,109.63,136.99,3.44,18.64,22.07,19.88,1.15,,10.77,0.0,0.0,0.0,308.0,Very Poor
129376,BR010,2019-12-26 19:00:00,136.02,168.03,26.97,24.11,51.08,16.84,1.91,,6.7,0.0,0.0,0.0,308.0,Very Poor
129377,BR010,2019-12-26 20:00:00,141.95,206.39,61.55,27.18,88.73,39.21,2.0,,16.87,0.0,0.0,0.0,308.0,Very Poor
129378,BR010,2019-12-26 21:00:00,155.74,210.21,22.12,21.78,43.9,39.98,1.57,,21.66,0.0,0.0,0.0,308.0,Very Poor
129379,BR010,2019-12-26 22:00:00,154.75,203.68,20.3,17.84,38.13,65.78,1.55,,23.18,0.0,0.0,0.0,308.0,Very Poor
129380,BR010,2019-12-26 23:00:00,152.31,197.62,23.32,14.88,38.19,64.64,1.5,,20.95,0.0,0.0,0.0,307.0,Very Poor
129381,BR010,2019-12-27 00:00:00,160.28,205.25,26.71,14.85,41.55,62.94,1.46,,16.81,0.0,0.0,0.0,307.0,Very Poor
129382,BR010,2019-12-27 01:00:00,154.86,185.81,32.9,14.99,47.89,63.25,1.37,,26.8,0.0,0.0,0.0,307.0,Very Poor
129383,BR010,2019-12-27 02:00:00,136.69,161.52,35.52,15.61,51.13,39.06,1.24,,33.08,0.0,0.0,0.0,307.0,Very Poor
129384,BR010,2019-12-27 03:00:00,128.59,144.22,29.83,18.39,48.22,30.55,1.17,,34.95,0.0,0.0,0.0,306.0,Very Poor
129385,BR010,2019-12-27 04:00:00,130.38,139.28,23.64,18.26,41.9,32.97,1.12,,34.55,0.0,0.0,0.0,306.0,Very Poor
129386,BR010,2019-12-27 05:00:00,122.67,136.75,19.53,17.8,37.33,33.93,1.09,,34.57,0.0,0.0,0.0,306.0,Very Poor
129387,BR010,2019-12-27 06:00:00,115.92,131.93,18.0,16.49,34.49,43.16,1.1,,37.22,0.0,0.0,0.0,305.0,Very Poor
129388,BR010,2019-12-27 07:00:00,117.06,129.78,20.86,14.54,35.39,50.97,1.1,,35.41,0.0,0.0,0.0,304.0,Very Poor
129389,BR010,2019-12-27 08:00:00,111.3,129.5,24.31,13.96,38.27,52.88,1.08,,31.8,0.0,0.0,0.0,304.0,Very Poor
129390,BR010,2019-12-27 09:00:00,108.07,127.75,29.7,14.05,43.75,55.98,1.11,,26.86,0.0,0.0,0.0,303.0,Very Poor
129391,BR010,2019-12-27 10:00:00,117.46,136.54,33.72,14.84,48.55,45.84,1.11,,30.42,0.0,0.0,0.0,303.0,Very Poor
129392,BR010,2019-12-27 11:00:00,117.59,146.42,10.14,15.38,25.52,40.16,0.96,,47.77,0.0,0.0,0.0,303.0,Very Poor
129393,BR010,2019-12-27 12:00:00,117.5,160.07,1.07,11.02,12.09,60.35,0.88,,61.58,4.29,0.37,0.76,303.0,Very Poor
129394,BR010,2019-12-27 13:00:00,126.89,157.14,1.73,12.05,13.78,61.3,0.87,,61.12,4.51,0.15,1.02,303.0,Very Poor
129395,BR010,2019-12-27 14:00:00,120.76,151.77,2.7,14.49,17.19,77.69,0.87,,59.53,4.22,0.17,1.78,304.0,Very Poor
129396,BR010,2019-12-27 15:00:00,112.06,144.38,3.77,17.02,20.79,80.5,0.85,,59.09,4.22,0.21,2.47,305.0,Very Poor
129397,BR010,2019-12-27 16:00:00,108.87,144.45,1.95,15.98,17.92,72.18,0.82,,62.66,4.23,0.21,2.15,305.0,Very Poor
129398,BR010,2019-12-27 17:00:00,110.4,142.0,3.98,18.78,22.76,54.97,0.9,,54.12,4.6,0.2,2.07,306.0,Very Poor
129399,BR010,2019-12-27 18:00:00,128.34,153.37,5.51,19.01,24.52,15.25,1.03,,44.95,5.18,0.23,2.43,307.0,Very Poor
129400,BR010,2019-12-27 19:00:00,134.55,170.76,4.79,19.21,23.99,17.58,1.12,,39.11,5.84,0.3,2.04,307.0,Very Poor
129401,BR010,2019-12-27 20:00:00,142.16,189.81,6.35,20.29,26.65,38.36,1.19,,34.28,6.43,0.32,3.15,307.0,Very Poor
129402,BR010,2019-12-27 21:00:00,153.09,191.59,9.8,19.47,29.27,48.03,1.25,,31.1,6.99,0.32,3.98,306.0,Very Poor
129403,BR010,2019-12-27 22:00:00,161.47,189.78,13.3,17.08,30.38,69.34,1.29,,27.29,7.02,0.4,4.71,307.0,Very Poor
129404,BR010,2019-12-27 23:00:00,162.25,196.95,17.23,15.85,33.08,62.85,1.3,,20.61,7.07,0.47,6.2,307.0,Very Poor
129405,BR010,2019-12-28 00:00:00,169.57,210.33,21.38,15.7,37.08,60.49,1.33,,13.07,7.21,0.49,7.41,307.0,Very Poor
129406,BR010,2019-12-28 01:00:00,165.13,210.32,27.06,15.88,42.99,54.57,1.23,,15.36,7.16,0.46,6.79,308.0,Very Poor
129407,BR010,2019-12-28 02:00:00,163.48,212.53,28.73,16.92,45.65,30.36,1.21,,15.02,6.99,0.44,6.1,309.0,Very Poor
129408,BR010,2019-12-28 03:00:00,164.44,206.59,26.66,17.43,44.1,32.31,1.18,,15.89,6.77,0.4,5.4,310.0,Very Poor
129409,BR010,2019-12-28 04:00:00,160.13,207.38,24.0,16.93,40.94,34.98,1.16,,16.79,6.76,0.43,5.85,311.0,Very Poor
129410,BR010,2019-12-28 05:00:00,160.76,196.57,22.68,16.09,38.78,37.41,1.2,,8.66,6.93,0.49,6.98,312.0,Very Poor
129411,BR010,2019-12-28 06:00:00,151.53,188.2,25.11,13.57,38.67,53.85,1.23,,7.4,7.28,0.65,9.2,313.0,Very Poor
129412,BR010,2019-12-28 07:00:00,147.89,192.7,30.61,12.44,43.05,57.23,1.27,,7.24,7.52,0.67,9.93,314.0,Very Poor
129413,BR010,2019-12-28 08:00:00,156.62,206.77,38.11,12.83,50.94,38.11,1.35,,7.42,8.12,0.67,9.82,315.0,Very Poor
129414,BR010,2019-12-28 09:00:00,152.96,206.28,43.91,13.38,57.28,,1.42,,10.64,9.2,0.6,7.7,317.0,Very Poor
129415,BR010,2019-12-28 10:00:00,155.76,196.69,43.65,15.1,58.75,,1.45,,15.21,9.18,0.46,5.94,318.0,Very Poor
129416,BR010,2019-12-28 11:00:00,172.58,203.58,13.44,18.01,31.45,,1.38,,25.6,8.89,0.38,4.18,320.0,Very Poor
129417,BR010,2019-12-28 12:00:00,199.54,228.87,3.24,18.27,21.51,19.52,1.41,,38.81,9.0,0.29,2.0,322.0,Very Poor
129418,BR010,2019-12-28 13:00:00,201.48,241.59,2.85,16.67,19.52,19.66,1.3,,50.28,8.49,0.27,1.83,325.0,Very Poor
129419,BR010,2019-12-28 14:00:00,176.18,222.31,2.12,15.63,17.76,19.66,1.2,,58.23,6.99,0.23,1.92,327.0,Very Poor
129420,BR010,2019-12-28 15:00:00,149.83,194.13,1.59,14.87,16.46,19.13,1.02,,68.39,6.02,0.23,2.12,328.0,Very Poor
129421,BR010,2019-12-28 16:00:00,152.17,186.48,1.31,15.87,17.18,74.38,1.02,,63.19,5.42,0.16,1.62,329.0,Very Poor
129422,BR010,2019-12-28 17:00:00,144.04,177.86,3.72,18.66,22.38,78.95,1.15,,47.46,6.5,0.21,2.29,330.0,Very Poor
129423,BR010,2019-12-28 18:00:00,150.89,183.12,8.16,21.52,29.68,78.95,1.3,,27.23,7.7,0.33,3.79,331.0,Very Poor
129424,BR010,2019-12-28 19:00:00,172.55,198.62,6.39,17.97,24.37,9.34,1.53,,12.72,8.78,0.38,3.25,332.0,Very Poor
129425,BR010,2019-12-28 20:00:00,191.89,223.47,5.67,20.34,26.01,14.62,1.65,,13.03,10.14,0.39,2.59,334.0,Very Poor
129426,BR010,2019-12-28 21:00:00,195.37,238.68,10.02,19.58,29.6,14.62,1.68,,15.07,10.47,0.38,2.46,335.0,Very Poor
129427,BR010,2019-12-28 22:00:00,190.5,233.47,13.05,18.65,31.7,14.62,1.7,,12.5,10.46,0.48,3.79,336.0,Very Poor
129428,BR010,2019-12-28 23:00:00,196.58,235.84,17.56,16.58,34.13,14.62,1.73,,14.01,10.24,0.43,3.69,337.0,Very Poor
129429,BR010,2019-12-29 00:00:00,202.91,250.26,22.27,15.56,37.84,14.62,1.73,,14.79,10.68,0.45,4.39,338.0,Very Poor
129430,BR010,2019-12-29 01:00:00,179.05,246.22,27.47,15.28,42.75,14.62,1.71,,19.28,10.58,0.47,5.3,339.0,Very Poor
129431,BR010,2019-12-29 02:00:00,174.74,241.69,31.55,15.55,47.09,14.62,1.63,,26.0,9.66,0.43,5.7,339.0,Very Poor
129432,BR010,2019-12-29 03:00:00,171.33,227.62,29.53,17.79,47.32,14.62,1.47,,30.48,8.55,0.39,5.14,339.0,Very Poor
129433,BR010,2019-12-29 04:00:00,169.88,221.01,23.1,18.49,41.59,14.62,1.33,,31.96,7.32,0.34,4.64,340.0,Very Poor
129434,BR010,2019-12-29 05:00:00,161.77,200.58,18.55,17.89,36.44,14.62,1.29,,28.13,6.95,0.33,4.46,340.0,Very Poor
129435,BR010,2019-12-29 06:00:00,157.68,196.36,16.01,16.96,32.97,14.62,1.24,,25.98,6.87,0.33,4.46,340.0,Very Poor
129436,BR010,2019-12-29 07:00:00,150.9,189.37,17.73,14.8,32.54,14.62,1.26,,25.7,6.63,0.33,4.68,340.0,Very Poor
129437,BR010,2019-12-29 08:00:00,153.14,187.43,21.06,13.57,34.63,14.62,1.25,,23.97,6.7,0.33,5.3,340.0,Very Poor
129438,BR010,2019-12-29 09:00:00,149.22,187.18,25.53,13.3,38.84,14.62,1.23,,24.8,6.62,0.35,5.42,340.0,Very Poor
129439,BR010,2019-12-29 10:00:00,142.89,176.32,30.38,13.79,44.17,14.62,1.22,,27.43,6.3,0.37,5.74,339.0,Very Poor
129440,BR010,2019-12-29 11:00:00,142.72,167.5,30.83,15.33,46.16,14.62,1.18,,28.9,6.37,0.35,5.43,338.0,Very Poor
129441,BR010,2019-12-29 12:00:00,157.77,172.26,24.9,17.91,42.81,14.62,1.16,,35.96,6.15,0.34,4.53,337.0,Very Poor
129442,BR010,2019-12-29 13:00:00,153.81,177.16,17.92,19.66,37.58,14.62,1.15,,43.78,5.98,0.33,4.04,336.0,Very Poor
129443,BR010,2019-12-29 14:00:00,151.4,177.56,16.96,19.05,36.01,14.62,1.18,,47.77,6.19,0.37,4.33,335.0,Very Poor
