,StationId,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
1304259,HR014,2015-11-27 15:00:00,,,,12.5,5.85,,0.08,,17.65,,,,253.0,Satisfactory
1304260,HR014,2015-11-27 16:00:00,,,4.02,10.03,10.34,,1.4,8.38,13.42,,,,253.0,Satisfactory
1304261,HR014,2015-11-27 17:00:00,,,11.25,7.07,15.14,,1.75,16.69,5.42,,,,253.0,Satisfactory
1304262,HR014,2015-11-27 18:00:00,,,4.55,7.06,8.44,,2.91,18.85,3.22,,,,253.0,Satisfactory
1304263,HR014,2015-11-27 19:00:00,,,5.68,7.8,9.67,,4.58,21.52,5.15,,,,253.0,Satisfactory
1304264,HR014,2015-11-27 20:00:00,,,5.56,8.57,11.25,,4.53,21.5,2.83,,,,253.0,Satisfactory
1304265,HR014,2015-11-27 21:00:00,,,4.5,7.6,9.02,,4.0,19.18,1.68,,,,253.0,Satisfactory
1304266,HR014,2015-11-27 22:00:00,,,4.54,7.92,10.69,,3.89,9.95,2.29,,,,253.0,Satisfactory
1304267,HR014,2015-11-27 23:00:00,,,2.16,6.77,5.74,,2.75,11.26,1.94,,,,253.0,Satisfactory
1304268,HR014,2015-11-28 00:00:00,,,5.87,6.48,9.94,,1.97,11.41,2.18,,,,253.0,Satisfactory
1304269,HR014,2015-11-28 01:00:00,,,5.89,7.7,11.04,,1.81,13.57,4.74,,,,253.0,Satisfactory
1304270,HR014,2015-11-28 02:00:00,,,3.2,8.14,8.85,,0.92,4.66,3.38,,,,253.0,Satisfactory
1304271,HR014,2015-11-28 03:00:00,,,8.33,8.79,15.5,,0.11,5.75,2.17,,,,253.0,Satisfactory
1304272,HR014,2015-11-28 04:00:00,,,8.15,7.84,12.61,,0.06,3.78,2.39,,,,253.0,Satisfactory
1304273,HR014,2015-11-28 05:00:00,,,2.23,8.16,6.71,,0.01,2.94,1.53,,,,253.0,Satisfactory
1304274,HR014,2015-11-28 06:00:00,,,9.14,8.66,16.7,,,5.25,0.79,,,,253.0,Satisfactory
1304275,HR014,2015-11-28 07:00:00,,,3.83,8.2,8.64,,,6.1,0.88,,,,253.0,Satisfactory
1304276,HR014,2015-11-28 08:00:00,,,1.21,7.96,5.36,,,5.88,1.64,,,,253.0,Satisfactory
1304277,HR014,2015-11-28 09:00:00,,,4.4,7.45,9.38,,0.01,10.35,1.9,,,,253.0,Satisfactory
1304278,HR014,2015-11-28 10:00:00,,,5.9,7.73,9.8,,0.1,8.24,2.25,,,,253.0,Satisfactory
1304279,HR014,2015-11-28 11:00:00,,,3.04,8.03,4.91,,0.28,9.03,2.31,,,,253.0,Satisfactory
1304280,HR014,2015-11-28 12:00:00,,,4.98,7.8,9.12,,0.01,4.22,5.05,,,,253.0,Satisfactory
1304281,HR014,2015-11-28 13:00:00,,,5.33,8.79,11.69,,,4.31,18.46,,,,253.0,Satisfactory
1304282,HR014,2015-11-28 14:00:00,,,5.77,8.48,11.87,,,7.13,43.66,,,,253.0,Satisfactory
1304283,HR014,2015-11-28 15:00:00,,,0.78,7.75,5.13,,,5.42,31.72,,,,253.0,Satisfactory
1304284,HR014,2015-11-28 16:00:00,,,6.14,8.45,12.56,,,4.81,26.18,,,,253.0,Satisfactory
1304285,HR014,2015-11-28 17:00:00,,,4.83,7.75,10.68,,,3.07,32.45,,,,253.0,Satisfactory
1304286,HR014,2015-11-28 18:00:00,,,6.78,7.97,11.18,,,4.14,6.23,,,,253.0,Satisfactory
1304287,HR014,2015-11-28 19:00:00,,,3.05,10.61,8.68,,0.16,3.78,0.83,,,,253.0,Satisfactory
1304288,HR014,2015-11-28 20:00:00,,,4.89,6.66,9.66,,0.44,3.05,1.92,,,,253.0,Satisfactory
1304289,HR014,2015-11-28 21:00:00,,,3.0,6.88,7.61,,0.19,1.66,0.96,,,,253.0,Satisfactory
1304290,HR014,2015-11-28 22:00:00,,,4.94,8.27,10.64,,,4.68,1.05,,,,253.0,Satisfactory
1304291,HR014,2015-11-28 23:00:00,,,1.44,7.45,5.47,,,5.38,0.48,,,,253.0,Satisfactory
1304292,HR014,2015-11-29 00:00:00,,,2.68,11.27,9.24,,,6.01,0.72,,,,253.0,Satisfactory
1304293,HR014,2015-11-29 01:00:00,,,2.38,8.7,8.16,,1.57,7.11,0.88,,,,253.0,Satisfactory
1304294,HR014,2015-11-29 02:00:00,,,2.95,8.35,9.63,,1.34,5.08,0.87,,,,253.0,Satisfactory
1304295,HR014,2015-11-29 03:00:00,,,4.93,6.47,9.42,,1.67,5.1,2.7,,,,253.0,Satisfactory
1304296,HR014,2015-11-29 04:00:00,,,3.09,7.57,9.56,,1.68,0.98,1.0,,,,253.0,Satisfactory
1304297,HR014,2015-11-29 05:00:00,,,2.13,6.84,6.1,,1.44,0.7,1.04,,,,253.0,Satisfactory
1304298,HR014,2015-11-29 06:00:00,,,3.45,8.22,8.48,,1.28,3.93,0.95,,,,253.0,Satisfactory
1304299,HR014,2015-11-29 07:00:00,,,6.28,7.7,10.68,,1.46,4.21,1.03,,,,253.0,Satisfactory
1304300,HR014,2015-11-29 08:00:00,,,3.13,8.85,10.18,,1.68,6.01,2.26,,,,253.0,Satisfactory
1304301,HR014,2015-11-29 09:00:00,,,3.81,7.77,9.79,,1.74,9.01,2.36,,,,253.0,Satisfactory
1304302,HR014,2015-11-29 10:00:00,,,3.71,8.57,10.34,,2.12,6.83,3.15,,,,253.0,Satisfactory
1304303,HR014,2015-11-29 11:00:00,,,3.16,8.42,8.62,,1.45,8.82,9.59,,,,253.0,Satisfactory
1304304,HR014,2015-11-29 12:00:00,,,1.05,8.01,5.59,,1.38,4.69,24.26,,,,253.0,Satisfactory
1304305,HR014,2015-11-29 13:00:00,,,2.78,6.74,7.79,,1.05,5.37,55.98,,,,253.0,Satisfactory
1304306,HR014,2015-11-29 14:00:00,,,1.26,8.75,7.48,,0.22,3.58,80.82,,,,253.0,Satisfactory
1304307,HR014,2015-11-29 15:00:00,,,2.36,7.36,7.75,,1.67,4.54,79.55,,,,253.0,Satisfactory
1304308,HR014,2015-11-29 16:00:00,,,5.12,8.0,11.6,,2.21,5.5,60.9,,,,253.0,Satisfactory
1304309,HR014,2015-11-29 17:00:00,,,3.38,7.2,8.7,,1.65,4.75,42.9,,,,253.0,Satisfactory
1304310,HR014,2015-11-29 18:00:00,,,1.89,9.84,9.29,,1.53,2.12,14.17,,,,253.0,Satisfactory
1304311,HR014,2015-11-29 19:00:00,,,2.83,7.72,9.13,,1.69,2.83,1.61,,,,253.0,Satisfactory
1304312,HR014,2015-11-29 20:00:00,,,3.04,7.29,7.46,,3.03,3.85,2.09,,,,253.0,Satisfactory
1304313,HR014,2015-11-29 21:00:00,,,4.41,7.49,9.41,,1.73,6.77,2.44,,,,253.0,Satisfactory
1304314,HR014,2015-11-29 22:00:00,,,1.93,7.15,6.18,,3.33,6.81,2.68,,,,253.0,Satisfactory
1304315,HR014,2015-11-29 23:00:00,,,2.73,8.78,8.04,,1.49,11.65,2.55,,,,253.0,Satisfactory
1304316,HR014,2015-11-30 00:00:00,,,4.11,7.86,11.03,,1.11,8.89,2.77,,,,253.0,Satisfactory
1304317,HR014,2015-11-30 01:00:00,,,3.52,7.61,9.33,,1.69,16.49,2.16,,,,253.0,Satisfactory
1304318,HR014,2015-11-30 02:00:00,,,2.93,8.63,9.21,,1.69,10.73,1.97,,,,253.0,Satisfactory
1304319,HR014,2015-11-30 03:00:00,,,0.79,7.29,3.43,,1.27,16.11,1.79,,,,253.0,Satisfactory
1304320,HR014,2015-11-30 04:00:00,,,3.63,8.53,9.76,,0.96,8.98,1.24,,,,253.0,Satisfactory
1304321,HR014,2015-11-30 05:00:00,,,1.23,7.51,4.87,,1.22,10.52,1.72,,,,253.0,Satisfactory
1304322,HR014,2015-11-30 06:00:00,,,6.57,7.3,10.64,,0.23,4.75,1.71,,,,253.0,Satisfactory
1304323,HR014,2015-11-30 07:00:00,,,5.94,8.93,12.81,,1.34,4.73,1.37,,,,253.0,Satisfactory
1304324,HR014,2015-11-30 08:00:00,,,3.97,7.97,9.62,,1.28,5.4,2.03,,,,253.0,Satisfactory
1304325,HR014,2015-11-30 09:00:00,,,5.08,8.54,12.24,,1.7,10.69,2.46,,,,253.0,Satisfactory
1304326,HR014,2015-11-30 10:00:00,,,2.87,8.05,7.45,,1.85,7.4,2.5,,,,253.0,Satisfactory
1304327,HR014,2015-11-30 11:00:00,,,3.9,8.62,11.15,,1.54,7.71,2.75,,,,253.0,Satisfactory
1304328,HR014,2015-11-30 12:00:00,,,4.7,9.37,9.16,,1.06,3.23,5.14,,,,253.0,Satisfactory
1304329,HR014,2015-11-30 13:00:00,,,4.69,8.0,8.94,,1.43,4.95,11.66,,,,253.0,Satisfactory
1304330,HR014,2015-11-30 14:00:00,,,3.98,7.81,9.63,,0.83,5.5,30.48,,,,253.0,Satisfactory
1304331,HR014,2015-11-30 15:00:00,,,3.55,8.33,9.22,,1.52,5.6,40.01,,,,253.0,Satisfactory
1304332,HR014,2015-11-30 16:00:00,,,3.79,9.49,10.82,,1.69,4.19,25.6,,,,253.0,Satisfactory
1304333,HR014,2015-11-30 17:00:00,,,2.94,8.35,8.58,,2.2,5.28,3.24,,,,253.0,Satisfactory
1304334,HR014,2015-11-30 18:00:00,,,5.95,9.18,13.85,,3.9,6.11,1.27,,,,253.0,Satisfactory
1304335,HR014,2015-11-30 19:00:00,,,5.32,7.92,11.2,,1.12,6.32,1.69,,,,253.0,Satisfactory
1304336,HR014,2015-11-30 20:00:00,,,4.42,7.17,9.37,,2.56,5.63,3.61,,,,253.0,Satisfactory
1304337,HR014,2015-11-30 21:00:00,,,3.45,8.47,9.09,,1.14,7.68,2.39,,,,253.0,Satisfactory
1304338,HR014,2015-11-30 22:00:00,,,3.92,7.79,10.54,,0.4,5.63,0.97,,,,253.0,Satisfactory
1304339,HR014,2015-11-30 23:00:00,,,2.28,8.26,6.94,,1.08,7.67,0.51,,,,253.0,Satisfactory
1304340,HR014,2015-12-01 00:00:00,,,2.66,9.71,8.12,,0.19,5.13,0.66,,,,253.0,Satisfactory
1304341,HR014,2015-12-01 01:00:00,,,2.79,7.55,8.3,,1.36,7.01,0.76,,,,253.0,Satisfactory
1304342,HR014,2015-12-01 02:00:00,,,2.46,7.69,7.58,,0.81,3.26,0.66,,,,253.0,Satisfactory
1304343,HR014,2015-12-01 03:00:00,,,2.03,8.46,6.72,,1.3,1.47,0.62,,,,253.0,Satisfactory
1304344,HR014,2015-12-01 04:00:00,,,3.88,7.77,10.22,,1.01,1.46,0.37,,,,253.0,Satisfactory
1304345,HR014,2015-12-01 05:00:00,,,4.85,8.78,11.22,,1.49,0.78,0.82,,,,253.0,Satisfactory
1304346,HR014,2015-12-01 06:00:00,,,4.99,8.2,10.45,,1.75,3.17,1.09,,,,253.0,Satisfactory
1304347,HR014,2015-12-01 07:00:00,,,2.19,8.2,6.66,,1.53,3.94,1.13,,,,253.0,Satisfactory
1304348,HR014,2015-12-01 08:00:00,,,5.88,7.44,10.89,,1.75,4.53,1.64,,,,253.0,Satisfactory
1304349,HR014,2015-12-01 09:00:00,,,4.09,7.69,9.51,,1.67,7.11,2.66,,,,253.0,Satisfactory
1304350,HR014,2015-12-01 10:00:00,,,3.23,7.59,9.15,,1.89,5.32,3.67,,,,253.0,Satisfactory
1304351,HR014,2015-12-01 11:00:00,,,5.91,7.17,10.88,,1.23,5.23,4.7,,,,253.0,Satisfactory
1304352,HR014,2015-12-01 12:00:00,,,2.2,9.05,8.95,,1.45,3.75,12.65,,,,253.0,Satisfactory
1304353,HR014,2015-12-01 13:00:00,,,1.53,7.58,6.45,,1.1,3.93,30.76,,,,253.0,Satisfactory
1304354,HR014,2015-12-01 14:00:00,,,3.26,9.31,8.9,,0.65,2.82,62.56,,,,253.0,Satisfactory
1304355,HR014,2015-12-01 15:00:00,,,6.65,8.66,13.29,,1.34,2.09,62.97,,,,253.0,Satisfactory
1304356,HR014,2015-12-01 16:00:00,,,3.94,8.41,10.61,,1.75,5.69,20.99,,,,253.0,Satisfactory
1304357,HR014,2015-12-01 17:00:00,,,4.01,8.17,8.05,,1.56,4.1,25.09,,,,253.0,Satisfactory
1304358,HR014,2015-12-01 18:00:00,,,1.5,7.76,6.5,,2.3,4.55,11.22,,,,253.0,Satisfactory
1304359,HR014,2015-12-01 19:00:00,,,2.08,9.1,7.29,,1.75,5.36,0.59,,,,253.0,Satisfactory
1304360,HR014,2015-12-01 20:00:00,,,3.69,6.62,7.94,,1.69,3.06,2.03,,,,253.0,Satisfactory
1304361,HR014,2015-12-01 21:00:00,,,1.35,6.63,6.33,,1.73,2.76,1.3,,,,253.0,Satisfactory
1304362,HR014,2015-12-01 22:00:00,,,0.97,8.29,8.17,,1.86,0.28,1.21,,,,253.0,Satisfactory
1304363,HR014,2015-12-01 23:00:00,,,4.38,9.37,10.38,,1.64,2.45,1.84,,,,253.0,Satisfactory
1304364,HR014,2015-12-02 00:00:00,,,3.69,8.34,11.06,,1.45,5.52,1.77,,,,253.0,Satisfactory
1304365,HR014,2015-12-02 01:00:00,,,1.12,8.52,5.95,,1.11,6.77,0.91,,,,253.0,Satisfactory
1304366,HR014,2015-12-02 02:00:00,,,1.68,7.93,7.51,,0.6,5.27,1.27,,,,253.0,Satisfactory
1304367,HR014,2015-12-02 03:00:00,,,4.16,7.98,10.82,,1.49,3.7,1.02,,,,253.0,Satisfactory
1304368,HR014,2015-12-02 04:00:00,,,2.69,8.39,6.81,,1.27,2.23,0.82,,,,253.0,Satisfactory
1304369,HR014,2015-12-02 05:00:00,,,3.45,8.07,10.64,,1.48,2.49,1.06,,,,253.0,Satisfactory
1304370,HR014,2015-12-02 06:00:00,,,2.14,7.45,7.41,,1.46,4.09,1.18,,,,253.0,Satisfactory
1304371,HR014,2015-12-02 07:00:00,,,2.69,9.04,7.96,,1.62,7.61,1.37,,,,253.0,Satisfactory
1304372,HR014,2015-12-02 08:00:00,,,1.98,6.36,5.46,,1.65,5.7,2.02,,,,253.0,Satisfactory
1304373,HR014,2015-12-02 09:00:00,,,2.95,7.49,8.6,,1.74,9.34,2.23,,,,253.0,Satisfactory
1304374,HR014,2015-12-02 10:00:00,,,1.2,9.49,9.3,,1.71,4.53,2.36,,,,253.0,Satisfactory
1304375,HR014,2015-12-02 11:00:00,,,1.93,7.62,7.83,,1.42,4.17,4.94,,,,253.0,Satisfactory
1304376,HR014,2015-12-02 12:00:00,,,,,,,,,,,,,253.0,Satisfactory
1304377,HR014,2015-12-02 13:00:00,,,,,,,,,,,,,253.0,Satisfactory
1304378,HR014,2015-12-02 14:00:00,,,8.2,22.42,10.73,,,5.85,46.81,,,,253.0,Satisfactory
1304379,HR014,2015-12-02 15:00:00,,,9.9,15.68,12.73,,0.89,9.94,62.43,,,,253.0,Satisfactory
1304380,HR014,2015-12-02 16:00:00,,,14.9,15.17,17.52,,0.89,10.51,41.48,,,,253.0,Satisfactory
1304381,HR014,2015-12-02 17:00:00,,,17.38,9.56,16.69,,1.13,11.14,36.72,,,,253.0,Satisfactory
1304382,HR014,2015-12-02 18:00:00,,,13.66,13.51,15.79,,2.57,9.06,1.18,,,,253.0,Satisfactory
1304383,HR014,2015-12-02 19:00:00,,,17.26,12.23,16.76,,3.16,8.85,3.1,,,,253.0,Satisfactory
1304384,HR014,2015-12-02 20:00:00,,,11.96,9.89,12.83,,4.57,5.26,3.49,,,,253.0,Satisfactory
1304385,HR014,2015-12-02 21:00:00,,,15.43,8.42,14.68,,4.92,7.82,2.58,,,,253.0,Satisfactory
1304386,HR014,2015-12-02 22:00:00,,,10.78,10.82,12.35,,4.39,8.89,1.96,,,,253.0,Satisfactory
1304387,HR014,2015-12-02 23:00:00,,,17.78,11.11,16.98,,4.18,15.09,1.55,,,,253.0,Satisfactory
1304388,HR014,2015-12-03 00:00:00,,,14.79,12.97,15.08,,2.93,2.93,1.27,,,,253.0,Satisfactory
1304389,HR014,2015-12-03 01:00:00,,,12.52,16.87,13.75,,1.21,2.68,0.99,,,,253.0,Satisfactory
1304390,HR014,2015-12-03 02:00:00,,,14.88,16.26,14.64,,1.13,0.63,0.67,,,,253.0,Satisfactory
1304391,HR014,2015-12-03 03:00:00,,,9.64,13.92,13.43,,0.84,,0.73,,,,253.0,Satisfactory
1304392,HR014,2015-12-03 04:00:00,,,19.6,14.32,19.3,,0.69,3.05,0.56,,,,253.0,Satisfactory
