,StationId,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
285144,DL007,2015-01-01 01:00:00,598.51,935.18,69.03,35.69,104.72,,0.58,,108.02,12.89,19.85,13.8,304.0,Satisfactory
285145,DL007,2015-01-01 02:00:00,655.93,,80.36,35.58,115.94,,0.55,,121.38,14.6,22.48,15.63,304.0,Satisfactory
285146,DL007,2015-01-01 03:00:00,657.68,,94.69,35.45,130.13,,0.51,,,16.05,24.71,17.18,304.0,Satisfactory
285147,DL007,2015-01-01 04:00:00,690.24,,88.06,35.51,123.57,,0.53,,,15.71,24.19,16.82,304.0,Satisfactory
285148,DL007,2015-01-01 05:00:00,625.27,976.99,70.91,35.82,106.74,,0.58,,,13.34,20.55,14.29,304.0,Satisfactory
285149,DL007,2015-01-01 06:00:00,551.83,862.23,60.75,35.8,96.55,,0.61,,,11.59,17.85,12.42,304.0,Satisfactory
285150,DL007,2015-01-01 07:00:00,468.37,731.83,49.83,35.85,85.68,,0.67,,197.69,9.67,14.89,10.35,304.0,Satisfactory
285151,DL007,2015-01-01 08:00:00,464.47,725.74,49.19,36.17,85.36,,0.67,,,9.56,14.73,10.24,304.0,Satisfactory
285152,DL007,2015-01-01 09:00:00,420.44,656.93,42.13,36.11,78.24,,0.74,,169.43,8.42,12.96,9.01,304.0,Satisfactory
285153,DL007,2015-01-01 10:00:00,336.35,525.54,35.94,36.98,72.93,,0.75,,173.63,6.96,10.71,7.45,304.0,Satisfactory
285154,DL007,2015-01-01 11:00:00,351.24,548.82,37.99,38.39,76.39,,0.72,,184.95,7.31,11.26,7.83,304.0,Satisfactory
285155,DL007,2015-01-01 12:00:00,334.67,522.93,35.92,40.31,76.23,,0.75,,170.19,6.94,10.69,7.43,304.0,Satisfactory
285156,DL007,2015-01-01 13:00:00,261.52,408.62,27.1,42.43,69.52,,0.86,,131.35,5.32,8.2,5.7,304.0,Satisfactory
285157,DL007,2015-01-01 14:00:00,217.78,340.28,26.18,44.63,70.81,,0.8,,153.4,4.8,7.39,5.14,304.0,Satisfactory
285158,DL007,2015-01-01 15:00:00,293.77,459.01,46.96,46.59,93.55,,0.61,,167.38,7.63,11.76,8.18,304.0,Satisfactory
285159,DL007,2015-01-01 16:00:00,218.02,340.66,22.38,48.42,70.8,,0.95,,110.16,4.42,6.8,4.73,551.0,Severe
285160,DL007,2015-01-01 17:00:00,164.74,257.4,18.79,49.5,68.28,,0.95,,109.76,3.53,5.43,3.78,538.0,Severe
285161,DL007,2015-01-01 18:00:00,224.88,351.01,23.97,49.15,73.13,,0.89,,123.91,4.65,7.15,4.98,530.0,Severe
285162,DL007,2015-01-01 19:00:00,384.61,600.95,43.56,47.78,91.34,,0.68,,159.48,8.2,12.63,8.78,585.0,Severe
285163,DL007,2015-01-01 20:00:00,457.36,714.63,47.51,45.81,93.33,,0.69,,173.27,9.32,14.36,9.99,595.0,Severe
285164,DL007,2015-01-01 21:00:00,442.78,691.84,52.57,44.14,96.71,,0.62,,108.93,9.68,14.91,10.37,602.0,Severe
285165,DL007,2015-01-01 22:00:00,468.86,732.59,52.9,43.11,96.01,,0.63,,111.38,9.98,15.37,10.69,611.0,Severe
285166,DL007,2015-01-01 23:00:00,496.87,776.36,58.9,41.77,100.67,,0.6,,114.8,10.86,16.72,11.63,622.0,Severe
285167,DL007,2015-01-02 00:00:00,541.35,860.32,64.26,41.04,105.03,,0.59,,156.3,11.71,18.38,12.42,637.0,Severe
285168,DL007,2015-01-02 01:00:00,515.89,806.07,61.41,40.04,101.45,,0.59,,179.95,11.3,17.4,12.1,630.0,Severe
285169,DL007,2015-01-02 02:00:00,548.27,856.68,60.85,40.18,101.03,,0.61,,180.51,11.57,17.81,12.39,644.0,Severe
285170,DL007,2015-01-02 03:00:00,489.6,765.0,71.01,40.8,111.8,,0.55,,,12.0,18.47,12.85,651.0,Severe
285171,DL007,2015-01-02 04:00:00,510.14,797.09,66.84,42.73,109.57,,0.56,,,11.79,18.15,12.62,660.0,Severe
285172,DL007,2015-01-02 05:00:00,330.33,516.14,43.87,43.69,87.56,,0.63,,,7.69,11.84,8.24,636.0,Severe
285173,DL007,2015-01-02 06:00:00,299.4,467.81,35.86,43.85,79.72,,0.71,,181.56,6.58,10.13,7.05,615.0,Severe
285174,DL007,2015-01-02 07:00:00,192.95,301.48,20.05,42.97,63.02,,1.1,,98.57,3.93,6.06,4.21,593.0,Severe
285175,DL007,2015-01-02 08:00:00,73.86,115.4,9.16,40.93,50.09,,1.54,,54.4,1.65,2.55,1.77,561.0,Severe
285176,DL007,2015-01-02 09:00:00,40.07,62.6,6.66,40.32,46.99,,1.84,,41.8,1.07,1.64,1.14,530.0,Severe
285177,DL007,2015-01-02 10:00:00,26.8,41.87,5.84,40.02,45.86,,1.75,,45.62,0.85,1.31,0.91,505.0,Severe
285178,DL007,2015-01-02 11:00:00,41.67,65.11,6.84,40.34,47.18,,1.89,,40.82,1.1,1.7,1.18,480.0,Severe
285179,DL007,2015-01-02 12:00:00,23.2,36.25,6.35,40.6,46.95,,2.47,,29.14,0.87,1.34,0.93,454.0,Severe
285180,DL007,2015-01-02 13:00:00,18.54,28.97,5.61,40.92,46.53,,2.22,,32.92,0.75,1.15,0.8,435.0,Severe
285181,DL007,2015-01-02 14:00:00,33.72,52.68,6.37,41.22,47.59,,1.97,,38.97,0.97,1.5,1.04,427.0,Severe
285182,DL007,2015-01-02 15:00:00,31.93,49.89,6.1,41.04,47.14,,1.74,,44.93,0.93,1.43,1.0,418.0,Severe
285183,DL007,2015-01-02 16:00:00,41.41,64.7,6.72,41.16,47.88,,1.72,,45.46,1.09,1.67,1.16,413.0,Severe
285184,DL007,2015-01-02 17:00:00,38.46,60.09,6.53,41.4,47.93,,1.67,,47.26,1.04,1.6,1.11,409.0,Severe
285185,DL007,2015-01-02 18:00:00,63.76,99.63,8.26,41.27,49.53,,1.59,,50.23,1.46,2.25,1.57,404.0,Severe
285186,DL007,2015-01-02 19:00:00,50.68,79.18,7.65,40.8,48.45,,1.65,,51.16,1.27,1.96,1.36,393.0,Very Poor
285187,DL007,2015-01-02 20:00:00,59.15,92.42,20.17,40.1,60.26,,0.77,,141.05,2.61,4.02,2.79,380.0,Very Poor
285188,DL007,2015-01-02 21:00:00,54.25,84.77,9.66,39.52,49.17,,1.33,,69.21,1.51,2.32,1.62,368.0,Very Poor
285189,DL007,2015-01-02 22:00:00,55.81,87.2,7.94,39.34,47.28,,1.45,,57.15,1.35,2.08,1.45,354.0,Very Poor
285190,DL007,2015-01-02 23:00:00,49.81,77.82,7.34,39.31,46.65,,1.58,,50.72,1.23,1.9,1.32,340.0,Very Poor
285191,DL007,2015-01-03 00:00:00,51.21,80.01,7.48,39.31,46.8,,1.55,,52.31,1.27,1.94,1.36,324.0,Very Poor
